"","tag_code","state","date_time","pathway"
"385","384.36F2B50052","mainstem, PRA to RIS",2015-08-28 23:21:43,"PRA (adult)"
"386","384.36F2B50052","mainstem, RIS to RRE",2015-08-31 10:18:35,"RIS (adult)"
"387","384.36F2B50052","mainstem, RRE to WEL",2015-09-01 10:13:28,"RRE (adult)"
"388","384.36F2B50052","mainstem, upstream of WEL",2015-09-06 04:23:16,"WEL (adult)"
"389","384.36F2B50052","Methow River",2016-03-12 11:01:54,"MET_sites"
"390","384.3B23947D97","mainstem, BON to MCN",2014-08-04 01:43:12,"BON (adult)"
"392","384.3B23947D97","mainstem, MCN to ICH or PRA",2014-09-17 18:48:10,"MCN (adult)"
"393","384.3B23947D97","mainstem, ICH to LGR",2014-09-19 00:56:12,"ICH (adult)"
"396","384.3B23947D97","mainstem, upstream of LGR",2014-09-22 05:52:23,"LGR (adult)"
"397","384.3B23947D97","Salmon River",2015-02-11 11:10:05,"SAL_sites"
"398","384.3B23948A4A","mainstem, BON to MCN",2015-08-07 01:46:56,"BON (adult)"
"400","384.3B23948A4A","Deschutes River",2015-09-14 19:14:53,"DES_sites"
"401","384.3B2394A3ED","mainstem, BON to MCN",2014-08-21 07:53:18,"BON (adult)"
"403","384.3B2394A3ED","mainstem, MCN to ICH or PRA",2014-09-10 07:16:51,"MCN (adult)"
"404","384.3B2394A3ED","mainstem, ICH to LGR",2014-09-13 00:58:18,"ICH (adult)"
"407","384.3B2394A3ED","mainstem, upstream of LGR",2014-09-27 11:46:44,"LGR (adult)"
"408","384.3B2394A3ED","mainstem, ICH to LGR",NA,"implicit"
"409","384.3B2394A3ED","mainstem, upstream of LGR",2014-09-28 00:15:44,"LGR (adult)"
"410","384.3B2394BD56","mainstem, BON to MCN",2014-09-30 02:10:09,"BON (adult)"
"412","384.3B2394BD56","mainstem, MCN to ICH or PRA",2014-10-08 01:20:28,"MCN (adult)"
"413","384.3B2394BD56","mainstem, BON to MCN",2014-11-30 06:28:18,"BON_MCN_inriver"
"415","384.3B2394BD56","mainstem, MCN to ICH or PRA",2015-03-13 08:21:05,"MCN (adult)"
"416","384.3B2394BD56","mainstem, ICH to LGR",2015-03-15 09:26:28,"ICH (adult)"
"419","384.3B2394BD56","mainstem, upstream of LGR",2015-03-24 08:49:13,"LGR (adult)"
"420","384.3B2394D99D","mainstem, BON to MCN",2015-09-05 09:45:20,"BON (adult)"
"421","384.3B2394D99D","mainstem, mouth to BON",NA,"implicit"
"422","384.3B2394D99D","mainstem, BON to MCN",2015-09-06 03:37:24,"BON (adult)"
"424","384.3B2394D99D","mainstem, MCN to ICH or PRA",2015-09-15 07:33:17,"MCN (adult)"
"425","384.3B2394D99D","mainstem, ICH to LGR",2015-09-18 00:59:40,"ICH (adult)"
"428","384.3B2394D99D","mainstem, upstream of LGR",2015-09-23 06:35:36,"LGR (adult)"
"429","384.3B2394FC86","mainstem, BON to MCN",2014-08-15 02:35:27,"BON (adult)"
"430","384.3B2394FC86","mainstem, mouth to BON",NA,"implicit"
"431","384.3B2394FC86","mainstem, BON to MCN",2014-08-17 23:01:33,"BON (adult)"
"433","384.3B2394FC86","mainstem, MCN to ICH or PRA",2014-10-05 23:02:37,"MCN (adult)"
"434","384.3B2394FC86","mainstem, ICH to LGR",2014-10-07 12:54:51,"ICH (adult)"
"437","384.3B2394FC86","mainstem, upstream of LGR",2014-10-12 22:04:16,"LGR (adult)"
"438","384.3B2395644D","mainstem, BON to MCN",2016-09-13 14:00:31,"BON (adult)"
"439","384.3B2395644D","mainstem, mouth to BON",NA,"implicit"
"440","384.3B2395644D","mainstem, BON to MCN",2016-09-13 23:18:13,"BON (adult)"
"442","384.3B2395644D","mainstem, MCN to ICH or PRA",2016-11-05 01:20:21,"MCN (adult)"
"443","384.3B2395644D","mainstem, ICH to LGR",2016-11-07 19:40:26,"ICH (adult)"
"445","384.3B2395644D","mainstem, upstream of LGR",2017-03-23 12:27:14,"LGR (adult)"
"446","384.3B2395644D","Clearwater River",2017-04-13 07:45:19,"CLE_sites"
"448","384.3B2395BB59","mainstem, BON to MCN",2015-10-06 07:21:37,"BON (adult)"
"450","384.3B2395BB59","Deschutes River",2015-10-11 00:37:03,"DES_sites"
"...451","384.3B2395BB59","mainstem, BON to MCN",NA,"implicit"
"452","384.3B2395BB59","mainstem, MCN to ICH or PRA",2015-10-18 02:11:21,"MCN (adult)"
"453","384.3B2395CE3D","mainstem, BON to MCN",2014-09-13 09:43:06,"BON (adult)"
"455","384.3B2395CE3D","mainstem, MCN to ICH or PRA",2014-09-23 03:03:10,"MCN (adult)"
"456","384.3B2395CE3D","mainstem, ICH to LGR",2014-10-03 01:21:10,"ICH (adult)"
"459","384.3B2395CE3D","mainstem, upstream of LGR",2014-10-11 10:51:18,"LGR (adult)"
"460","384.3B2395D126","mainstem, BON to MCN",2014-09-29 06:23:03,"BON (adult)"
"461","384.3B2395E0BD","mainstem, BON to MCN",2015-08-12 07:34:55,"BON (adult)"
"463","384.3B2395E0BD","mainstem, MCN to ICH or PRA",2015-09-10 11:30:07,"MCN (adult)"
"464","384.3B2395E0BD","mainstem, BON to MCN",NA,"implicit"
"465","384.3B2395E0BD","mainstem, MCN to ICH or PRA",2015-09-10 22:59:18,"MCN (adult)"
"466","384.3B2395E0BD","mainstem, ICH to LGR",2015-09-22 02:23:22,"ICH (adult)"
"471","384.3B2395E0BD","mainstem, upstream of LGR",2015-10-02 03:00:00,"LGR (adult)"
"472","384.3B2395EFD5","mainstem, BON to MCN",2015-08-30 11:21:40,"BON (adult)"
"473","384.3B2395EFD5","mainstem, mouth to BON",NA,"implicit"
"474","384.3B2395EFD5","mainstem, BON to MCN",2015-08-30 23:21:27,"BON (adult)"
"476","384.3B2395EFD5","mainstem, MCN to ICH or PRA",2015-09-21 17:30:27,"MCN (adult)"
"477","384.3B2395EFD5","mainstem, ICH to LGR",2015-09-24 01:01:22,"ICH (adult)"
"480","384.3B2395EFD5","mainstem, upstream of LGR",2015-10-03 10:16:42,"LGR (adult)"
"481","384.3B2395EFD5","Clearwater River",2016-03-19 19:44:19,"CLE_sites"
"...482","384.3B2395EFD5","mainstem, upstream of LGR",NA,"implicit"
"483","384.3B2395EFD5","mainstem, ICH to LGR",2016-04-23 00:26:05,"ICH_LGR_inriver"
"484","384.3B2395F9F6","mainstem, BON to MCN",2014-08-16 04:53:22,"BON (adult)"
"486","384.3B2395F9F6","mainstem, MCN to ICH or PRA",2014-09-19 11:36:32,"MCN (adult)"
"487","384.3B2395F9F6","mainstem, BON to MCN",NA,"implicit"
"488","384.3B2395F9F6","mainstem, MCN to ICH or PRA",2014-09-19 22:23:09,"MCN (adult)"
"489","384.3B2395F9F6","mainstem, PRA to RIS",2014-09-23 22:30:10,"PRA (adult)"
"...490","384.3B2395F9F6","mainstem, RIS to RRE",NA,"implicit"
"491","384.3B2395F9F6","mainstem, RRE to WEL",2014-09-29 00:00:14,"RRE (adult)"
"492","384.3B2395F9F6","mainstem, upstream of WEL",2014-10-03 01:05:33,"WEL (adult)"
"493","384.3B2395F9F6","Methow River",2014-10-19 22:52:58,"MET_sites"
"...494","384.3B2395F9F6","mainstem, upstream of WEL",NA,"implicit"
"...495","384.3B2395F9F6","mainstem, RRE to WEL",NA,"implicit"
"...496","384.3B2395F9F6","mainstem, RIS to RRE",NA,"implicit"
"...497","384.3B2395F9F6","mainstem, PRA to RIS",NA,"implicit"
"...498","384.3B2395F9F6","mainstem, MCN to ICH or PRA",NA,"implicit"
"499","384.3B2395F9F6","mainstem, ICH to LGR",2014-11-13 03:17:14,"ICH (adult)"
"502","384.3B2395F9F6","mainstem, upstream of LGR",2014-11-26 06:54:45,"LGR (adult)"
"503","384.3B2395F9F6","Salmon River",2015-03-27 18:19:45,"SAL_sites"
"504","384.3B239607B0","mainstem, BON to MCN",2015-09-16 01:13:27,"BON (adult)"
"506","384.3B239607B0","mainstem, MCN to ICH or PRA",2015-09-23 01:30:15,"MCN (adult)"
"507","384.3B239607B0","mainstem, ICH to LGR",2015-09-26 00:56:11,"ICH (adult)"
"510","384.3B239607B0","mainstem, upstream of LGR",2015-10-02 08:37:58,"LGR (adult)"
"511","384.3B23961A21","mainstem, BON to MCN",2018-08-06 06:43:46,"BON (adult)"
"512","384.3B23962466","mainstem, BON to MCN",2015-08-20 11:57:57,"BON (adult)"
"514","384.3B23963247","mainstem, BON to MCN",2021-08-06 00:43:09,"BON (adult)"
"517","384.3B23963247","mainstem, MCN to ICH or PRA",2021-09-22 04:32:49,"MCN (adult)"
"518","384.3B23963247","Yakima River",2021-09-29 04:23:56,"YAK_sites"
"519","384.3B23964096","mainstem, BON to MCN",2015-07-31 02:23:07,"BON (adult)"
"521","384.3B23964096","mainstem, MCN to ICH or PRA",2015-10-08 00:13:35,"MCN (adult)"
"522","384.3B23964096","mainstem, ICH to LGR",2015-10-09 08:56:19,"ICH (adult)"
"525","384.3B23964096","mainstem, upstream of LGR",2015-10-16 09:42:32,"LGR (adult)"
"526","384.3B239650A9","mainstem, BON to MCN",2014-09-28 06:30:53,"BON (adult)"
"528","384.3B239650A9","mainstem, MCN to ICH or PRA",2014-10-06 01:53:32,"MCN (adult)"
"529","384.3B239650A9","mainstem, ICH to LGR",2014-10-10 03:12:52,"ICH (adult)"
"532","384.3B239650A9","mainstem, upstream of LGR",2014-10-17 02:31:33,"LGR (adult)"
"533","384.3B23965510","mainstem, BON to MCN",2015-10-05 11:16:08,"BON (adult)"
"535","384.3B23965510","mainstem, MCN to ICH or PRA",2015-10-12 03:36:46,"MCN (adult)"
"536","384.3B23965510","mainstem, ICH to LGR",2015-10-14 08:22:36,"ICH (adult)"
"539","384.3B23965510","mainstem, upstream of LGR",2015-10-19 09:30:02,"LGR (adult)"
"540","384.3B23965510","mainstem, ICH to LGR",NA,"implicit"
"541","384.3B23965510","mainstem, upstream of LGR",2015-10-20 03:00:00,"LGR (adult)"
"542","384.3B23965CE5","mainstem, BON to MCN",2015-09-01 05:53:13,"BON (adult)"
"544","384.3B23965CE5","mainstem, MCN to ICH or PRA",2015-10-15 03:59:49,"MCN (adult)"
"545","384.3B23965CE5","mainstem, ICH to LGR",2015-10-17 23:37:01,"ICH (adult)"
"548","384.3B23965CE5","mainstem, upstream of LGR",2015-10-26 04:18:09,"LGR (adult)"
"549","384.3B2396637D","mainstem, BON to MCN",2014-08-01 04:25:19,"BON (adult)"
"551","384.3B2396637D","mainstem, MCN to ICH or PRA",2014-09-16 00:55:50,"MCN (adult)"
"552","384.3B2396637D","mainstem, ICH to LGR",2014-09-17 11:06:30,"ICH (adult)"
"557","384.3B2396637D","mainstem, upstream of LGR",2015-04-01 03:44:55,"LGR (adult)"
"558","384.3B23966CB3","mainstem, BON to MCN",2014-07-26 07:11:45,"BON (adult)"
"559","384.3B23967513","mainstem, BON to MCN",2014-08-04 05:24:33,"BON (adult)"
"561","384.3B23967513","mainstem, MCN to ICH or PRA",2014-10-28 10:33:20,"MCN (adult)"
"562","384.3B23967513","mainstem, ICH to LGR",2014-10-31 02:12:07,"ICH (adult)"
"566","384.3B23967513","mainstem, upstream of LGR",2014-11-08 09:07:02,"LGR (adult)"
"567","384.3B23967E42","mainstem, BON to MCN",2015-08-19 01:21:58,"BON (adult)"
"569","384.3B23967E42","mainstem, MCN to ICH or PRA",2015-09-22 02:21:54,"MCN (adult)"
"570","384.3B23967E42","mainstem, ICH to LGR",2015-09-25 00:41:31,"ICH (adult)"
"573","384.3B23967E42","mainstem, upstream of LGR",2015-10-10 08:14:02,"LGR (adult)"
"574","384.3B23967E42","mainstem, ICH to LGR",NA,"implicit"
"575","384.3B23967E42","mainstem, upstream of LGR",2015-10-11 03:00:00,"LGR (adult)"
"576","384.3B23967E42","Salmon River",2016-03-01 04:00:00,"SAL_sites"
"578","384.3B239681DF","mainstem, BON to MCN",2015-10-05 10:44:43,"BON (adult)"
"580","384.3B239681DF","mainstem, MCN to ICH or PRA",2015-10-14 04:18:53,"MCN (adult)"
"581","384.3B239681DF","mainstem, ICH to LGR",2015-10-16 23:33:04,"ICH (adult)"
"582","384.3B23968D9C","mainstem, BON to MCN",2014-08-18 03:34:14,"BON (adult)"
"584","384.3B23968D9C","mainstem, MCN to ICH or PRA",2014-10-05 10:03:35,"MCN (adult)"
"585","384.3B23968D9C","mainstem, ICH to LGR",2014-10-12 16:05:11,"ICH (adult)"
"588","384.3B23968D9C","mainstem, upstream of LGR",2014-10-22 03:40:54,"LGR (adult)"
"589","384.3B2396957D","mainstem, BON to MCN",2014-10-24 06:41:11,"BON (adult)"
"591","384.3B2396957D","mainstem, MCN to ICH or PRA",2014-11-01 01:46:49,"MCN (adult)"
"592","384.3B2396957D","mainstem, ICH to LGR",2014-11-03 23:18:18,"ICH (adult)"
"595","384.3B2396957D","mainstem, upstream of LGR",2014-11-11 07:54:05,"LGR (adult)"
"596","384.3B23969D9E","mainstem, BON to MCN",2014-09-05 03:31:02,"BON (adult)"
"598","384.3B23969D9E","mainstem, MCN to ICH or PRA",2014-10-09 00:46:51,"MCN (adult)"
"599","384.3B23969D9E","mainstem, ICH to LGR",2014-10-10 09:36:03,"ICH (adult)"
"602","384.3B23969D9E","mainstem, upstream of LGR",2014-10-17 18:24:30,"LGR (adult)"
"603","384.3B2396A78A","mainstem, BON to MCN",2014-09-07 06:33:34,"BON (adult)"
"604","384.3B2396A78A","mainstem, mouth to BON",NA,"implicit"
"605","384.3B2396A78A","mainstem, BON to MCN",2014-09-08 00:16:43,"BON (adult)"
"606","384.3B2396A78A","mainstem, mouth to BON",NA,"implicit"
"607","384.3B2396A78A","mainstem, BON to MCN",2014-09-08 10:23:42,"BON (adult)"
"609","384.3B2396A78A","mainstem, MCN to ICH or PRA",2014-09-21 06:47:49,"MCN (adult)"
"610","384.3B2396A78A","mainstem, ICH to LGR",2014-09-25 03:24:05,"ICH (adult)"
"613","384.3B2396A78A","mainstem, upstream of LGR",2014-10-09 07:44:20,"LGR (adult)"
"614","384.3B2396B523","mainstem, BON to MCN",2016-10-02 09:47:33,"BON (adult)"
"616","384.3B2396B523","mainstem, MCN to ICH or PRA",2016-10-13 01:13:54,"MCN (adult)"
"617","384.3B2396B523","mainstem, ICH to LGR",2016-10-15 07:25:33,"ICH (adult)"
"620","384.3B2396B523","mainstem, upstream of LGR",2016-10-21 07:12:55,"LGR (adult)"
"621","384.3B2396B523","Clearwater River",2017-04-05 07:43:57,"CLE_sites"
"623","384.3B2396BD6B","mainstem, BON to MCN",2014-09-11 23:29:43,"BON (adult)"
"625","384.3B2396BD6B","mainstem, MCN to ICH or PRA",2014-09-19 09:47:10,"MCN (adult)"
"626","384.3B2396BD6B","mainstem, ICH to LGR",2014-09-23 03:09:36,"ICH (adult)"
"629","384.3B2396BD6B","mainstem, upstream of LGR",2014-09-29 09:39:25,"LGR (adult)"
"630","384.3B2396BD6B","Salmon River",2015-03-12 17:00:00,"SAL_sites"
"631","384.3B2396C2BE","mainstem, BON to MCN",2014-08-16 05:41:13,"BON (adult)"
"633","384.3B2396C2BE","Deschutes River",2014-08-19 10:39:40,"DES_sites"
"634","384.3B2396CB29","mainstem, BON to MCN",2014-09-08 08:20:43,"BON (adult)"
"636","384.3B2396CB29","mainstem, MCN to ICH or PRA",2014-09-16 22:28:03,"MCN (adult)"
"637","384.3B2396CB29","mainstem, ICH to LGR",2014-10-17 05:03:48,"ICH (adult)"
"640","384.3B2396CB29","mainstem, upstream of LGR",2014-12-07 05:25:19,"LGR (adult)"
"641","384.3B2396CB29","mainstem, ICH to LGR",NA,"implicit"
"642","384.3B2396CB29","mainstem, upstream of LGR",2015-05-18 05:00:00,"LGR (adult)"
"643","384.3B2396D3A9","mainstem, BON to MCN",2015-09-16 23:08:04,"BON (adult)"
"645","384.3B2396D3A9","mainstem, MCN to ICH or PRA",2015-09-23 22:57:54,"MCN (adult)"
"646","384.3B2396D3A9","mainstem, ICH to LGR",2015-09-25 13:13:51,"ICH (adult)"
"649","384.3B2396D3A9","mainstem, upstream of LGR",2015-09-30 04:17:36,"LGR (adult)"
"650","384.3B2396D3A9","Salmon River",2016-03-01 04:00:00,"SAL_sites"
"651","384.3B2396DE2D","mainstem, BON to MCN",2015-08-09 12:14:23,"BON (adult)"
"652","384.3B2396DE2D","mainstem, mouth to BON",NA,"implicit"
"653","384.3B2396DE2D","mainstem, BON to MCN",2015-08-09 22:42:08,"BON (adult)"
"655","384.3B2396DE2D","mainstem, MCN to ICH or PRA",2015-10-05 04:41:54,"MCN (adult)"
"656","384.3B2396DE2D","mainstem, ICH to LGR",2015-10-07 00:25:36,"ICH (adult)"
"659","384.3B2396DE2D","mainstem, upstream of LGR",2015-10-16 08:02:51,"LGR (adult)"
"660","384.3B2396DE2D","Salmon River",2016-03-01 04:00:00,"SAL_sites"
"661","384.3B2396E42B","mainstem, BON to MCN",2014-09-15 05:15:42,"BON (adult)"
"663","384.3B2396E42B","mainstem, MCN to ICH or PRA",2014-11-13 00:35:15,"MCN (adult)"
"664","384.3B2396E42B","mainstem, ICH to LGR",2014-11-16 03:52:08,"ICH (adult)"
"667","384.3B2396E42B","mainstem, upstream of LGR",2014-12-03 03:05:58,"LGR (adult)"
"668","384.3B2396E42B","Salmon River",2015-03-20 05:36:44,"SAL_sites"
"670","384.3B2396F35D","mainstem, BON to MCN",2014-08-27 10:03:35,"BON (adult)"
"672","384.3B2396F35D","mainstem, MCN to ICH or PRA",2014-09-20 22:46:38,"MCN (adult)"
"673","384.3B2396F35D","mainstem, ICH to LGR",2014-09-22 07:23:06,"ICH (adult)"
"676","384.3B2396F35D","mainstem, upstream of LGR",2014-09-30 08:40:35,"LGR (adult)"
"677","384.3B23970342","mainstem, BON to MCN",2014-09-15 10:12:44,"BON (adult)"
"679","384.3B23970342","mainstem, MCN to ICH or PRA",2014-09-25 07:12:40,"MCN (adult)"
"680","384.3B23970342","mainstem, ICH to LGR",2014-09-28 02:47:22,"ICH (adult)"
"683","384.3B23970342","mainstem, upstream of LGR",2014-10-07 05:30:09,"LGR (adult)"
"684","384.3B23970342","Salmon River",2015-03-18 00:42:02,"SAL_sites"
"...685","384.3B23970342","mainstem, upstream of LGR",NA,"implicit"
"...686","384.3B23970342","mainstem, ICH to LGR",NA,"implicit"
"...687","384.3B23970342","mainstem, MCN to ICH or PRA",NA,"implicit"
"...688","384.3B23970342","mainstem, BON to MCN",NA,"implicit"
"689","384.3B23970342","mainstem, mouth to BON",2015-05-14 03:47:10,"BON_fallback_arrays"
"690","384.3B239710A8","mainstem, BON to MCN",2015-08-26 08:57:09,"BON (adult)"
"692","384.3B239710A8","mainstem, MCN to ICH or PRA",2015-09-12 09:47:43,"MCN (adult)"
"693","384.3B239710A8","mainstem, BON to MCN",NA,"implicit"
"694","384.3B239710A8","mainstem, MCN to ICH or PRA",2015-09-12 21:15:41,"MCN (adult)"
"695","384.3B239710A8","mainstem, ICH to LGR",2015-09-15 04:02:05,"ICH (adult)"
"698","384.3B239710A8","mainstem, upstream of LGR",2015-10-13 07:33:34,"LGR (adult)"
"699","384.3B239710A8","Grande Ronde River",2016-04-05 08:23:45,"GRRO_sites"
"701","384.3B23971978","mainstem, BON to MCN",2015-08-07 02:18:07,"BON (adult)"
"703","384.3B23971978","mainstem, MCN to ICH or PRA",2015-09-10 02:46:45,"MCN (adult)"
"704","384.3B23971978","mainstem, ICH to LGR",2015-09-13 00:31:26,"ICH (adult)"
"707","384.3B23971978","mainstem, upstream of LGR",2015-09-20 10:13:00,"LGR (adult)"
"708","384.3B23971978","Salmon River",2016-04-07 16:29:53,"SAL_sites"
"712","384.3B23972A82","mainstem, BON to MCN",2014-08-02 00:13:20,"BON (adult)"
"714","384.3B23972A82","mainstem, MCN to ICH or PRA",2014-09-16 04:03:31,"MCN (adult)"
"715","384.3B23972A82","mainstem, ICH to LGR",2014-09-17 23:52:39,"ICH (adult)"
"718","384.3B23972A82","mainstem, upstream of LGR",2014-09-25 10:05:22,"LGR (adult)"
"719","384.3B239731BC","mainstem, BON to MCN",2014-08-20 01:17:48,"BON (adult)"
"721","384.3B239731BC","mainstem, MCN to ICH or PRA",2014-09-23 10:03:30,"MCN (adult)"
"722","384.3B239731BC","mainstem, BON to MCN",NA,"implicit"
"723","384.3B239731BC","mainstem, MCN to ICH or PRA",2014-09-23 22:24:54,"MCN (adult)"
"724","384.3B239731BC","mainstem, ICH to LGR",2014-10-01 06:52:10,"ICH (adult)"
"727","384.3B239731BC","mainstem, upstream of LGR",2014-10-09 03:14:52,"LGR (adult)"
"728","384.3B23973CC4","mainstem, BON to MCN",2014-08-17 12:27:57,"BON (adult)"
"729","384.3B23974B54","mainstem, BON to MCN",2014-08-14 02:35:39,"BON (adult)"
"731","384.3B23974B54","mainstem, MCN to ICH or PRA",2014-09-11 23:07:24,"MCN (adult)"
"732","384.3B23974B54","mainstem, ICH to LGR",2014-09-13 22:31:08,"ICH (adult)"
"735","384.3B23974B54","mainstem, upstream of LGR",2014-09-23 03:06:25,"LGR (adult)"
"736","384.3B23975784","mainstem, BON to MCN",2014-09-21 02:16:09,"BON (adult)"
"738","384.3B23975784","mainstem, MCN to ICH or PRA",2014-09-28 11:06:04,"MCN (adult)"
"739","384.3B23975784","mainstem, ICH to LGR",2014-09-30 04:37:04,"ICH (adult)"
"742","384.3B23975784","mainstem, upstream of LGR",2014-10-06 00:36:09,"LGR (adult)"
"743","384.3B23975784","Salmon River",2015-02-11 08:39:38,"SAL_sites"
"744","384.3B23975FB2","mainstem, BON to MCN",2014-09-19 02:28:13,"BON (adult)"
"748","384.3B23975FB2","mainstem, MCN to ICH or PRA",2014-10-31 02:33:12,"MCN (adult)"
"749","384.3B23975FB2","mainstem, ICH to LGR",2014-11-02 03:23:06,"ICH (adult)"
"752","384.3B23975FB2","mainstem, upstream of LGR",2014-11-08 06:27:35,"LGR (adult)"
"753","384.3B23976CEA","mainstem, BON to MCN",2014-09-25 14:43:07,"BON (adult)"
"754","384.3B23976CEA","mainstem, mouth to BON",NA,"implicit"
"755","384.3B23976CEA","mainstem, BON to MCN",2014-09-25 23:14:29,"BON (adult)"
"757","384.3B23976CEA","mainstem, MCN to ICH or PRA",2014-09-30 01:35:01,"MCN (adult)"
"758","384.3B23976CEA","mainstem, ICH to LGR",2014-10-01 04:22:45,"ICH (adult)"
"761","384.3B23976CEA","mainstem, upstream of LGR",2014-10-05 06:08:21,"LGR (adult)"
"762","384.3B23976CEA","Salmon River",2015-03-13 06:32:02,"SAL_sites"
"764","384.3B23977805","mainstem, BON to MCN",2014-09-01 01:21:07,"BON (adult)"
"766","384.3B23977805","mainstem, MCN to ICH or PRA",2014-09-11 02:58:20,"MCN (adult)"
"767","384.3B23977805","mainstem, ICH to LGR",2014-09-13 12:18:14,"ICH (adult)"
"770","384.3B23977805","mainstem, upstream of LGR",2014-09-25 07:29:09,"LGR (adult)"
"...771","384.3B23977805","mainstem, ICH to LGR",NA,"implicit"
"...772","384.3B23977805","mainstem, MCN to ICH or PRA",NA,"implicit"
"...773","384.3B23977805","mainstem, BON to MCN",NA,"implicit"
"774","384.3B23977805","mainstem, mouth to BON",2015-05-01 01:37:35,"BON_fallback_arrays"
"775","384.3B2397826C","mainstem, BON to MCN",2015-08-03 03:58:12,"BON (adult)"
"777","384.3B2397826C","mainstem, MCN to ICH or PRA",2015-09-05 06:20:30,"MCN (adult)"
"778","384.3B2397826C","mainstem, PRA to RIS",2015-09-12 03:13:43,"PRA (adult)"
"779","384.3B2397826C","mainstem, RIS to RRE",2015-09-18 08:08:21,"RIS (adult)"
"780","384.3B2397826C","mainstem, RRE to WEL",2015-09-19 09:25:37,"RRE (adult)"
"781","384.3B2397826C","mainstem, upstream of WEL",2015-09-22 02:19:21,"WEL (adult)"
"...782","384.3B2397826C","mainstem, RRE to WEL",NA,"implicit"
"...783","384.3B2397826C","mainstem, RIS to RRE",NA,"implicit"
"...784","384.3B2397826C","mainstem, PRA to RIS",NA,"implicit"
"...785","384.3B2397826C","mainstem, MCN to ICH or PRA",NA,"implicit"
"786","384.3B2397826C","mainstem, ICH to LGR",2016-03-25 20:56:50,"ICH (adult)"
"789","384.3B2397826C","mainstem, upstream of LGR",2016-04-01 16:11:28,"LGR (adult)"
"790","384.3B2397A1B3","mainstem, BON to MCN",2016-08-11 08:12:22,"BON (adult)"
"791","384.3B2397A1B3","mainstem, mouth to BON",NA,"implicit"
"792","384.3B2397A1B3","mainstem, BON to MCN",2016-08-11 22:12:49,"BON (adult)"
"795","384.3B2397A1B3","mainstem, MCN to ICH or PRA",2016-08-19 11:25:09,"MCN (adult)"
"796","384.3B2397A1B3","mainstem, BON to MCN",NA,"implicit"
"797","384.3B2397A1B3","mainstem, MCN to ICH or PRA",2016-08-19 18:56:12,"MCN (adult)"
"798","384.3B2397A1B3","mainstem, ICH to LGR",2016-08-23 09:50:58,"ICH (adult)"
"801","384.3B2397A1B3","mainstem, upstream of LGR",2016-09-11 06:19:40,"LGR (adult)"
"802","384.3B2397A1B3","mainstem, ICH to LGR",NA,"implicit"
