mrr_code|mrr_rkm|mrr_name|mrr_type|mrr_typedesc|mrr_huc8|mrr_huc8name|mrr_huc6|mrr_huc6name
FAL|163.301.013|Fall Creek Dam (USACE), MF Willamette River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17090001|Middle Fork Willamette|170900|Willamette
FALL2C|163.301.017|Fall Creek, MF Willamette River Basin|River|Entire river or stream.|17090001|Middle Fork Willamette|170900|Willamette
DEX|163.301.027|Dexter Dam (USACE), Middle Fork Willamette River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17090001|Middle Fork Willamette|170900|Willamette
DEXTAL|163.301.027|DEX - Release into the Tailrace within 0.5km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17090001|Middle Fork Willamette|170900|Willamette
LOP|163.301.032|Lookout Point Dam (USACE), MF Willamette River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17090001|Middle Fork Willamette|170900|Willamette
LOPTAL|163.301.032|LOP - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17090001|Middle Fork Willamette|170900|Willamette
WRNFMF|163.301.058|North Fork, Middle Fork Willamette River|River|Entire river or stream.|17090001|Middle Fork Willamette|170900|Willamette
HCRTUR|163.301.073|HCR - Release into the Turbine Channel of the Tailrace within 0.5 km of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17090001|Middle Fork Willamette|170900|Willamette
HCR|163.301.073|Hills Creek Dam, Middle Fork Willamette River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17090001|Middle Fork Willamette|170900|Willamette
HCRREG|163.301.073|HCR - Release into the Regulating Channel of the Tailrace within 0.5 km of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17090001|Middle Fork Willamette|170900|Willamette
HCRFBY|163.301.073|HCR - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17090001|Middle Fork Willamette|170900|Willamette
WASHOR|193|Washougal River|River|Entire river or stream.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
WASHWF|193.024|West Fork Washougal River|River|Entire river or stream.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
SKAM|193.024.001|Skamania Hatchery, WDFW|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
WAHA|193.032|Washougal Hatchery, WDFW|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
ONTAC|222|Oneonta Creek, Lower Columbia|River|Entire river or stream.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
TANNEC|232|Tanner Creek, Columbia River below Bonneville Dam|River|Entire river or stream.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BONH|232.001|Bonneville Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO2ORI|234|BON - Release into PH2 Orifice(s)|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BONMRT|234|BON - Mortality Recovery|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO2BCC|234|BON - Release into the PH2 Bypass Corner Collector|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BONLD2|234|BON - Release into the Cascades Island Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BONLD1|234|BON - Release into the Bradford Island Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO2RRR|234|BON - Release below the PH2 Juvenile Facility PIT-Tag Diversion System Gate with subsequent Return to the River|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO2BYP|234|BON - Release into the PH2 Juvenile Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO1GWL|234|BON - Release into PH1 Gatewell(s)|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO1BYP|234|BON - Release into PH1 Juvenile Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BONLD3|234|BON - Release into the Washington Shore Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BON|234|Bonneville Dam Complex|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO2GWL|234|BON - Release into PH2 Gatewell(s)|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BONAFF|234|BON - Adult Fish Facility|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
BO2GAT|234|BON - Release into the PH2 Juvenile Facility Flume between the Separator Exit and the Primary PIT-Tag Diversion Gate|Intra-Dam Release Site|Specific release site within a dam location.|17080001|Lower Columbia-Sandy|170800|Lower Columbia
HERMAC|243|Herman Creek, Columbia River Gorge (OR)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
WIND2R|251|Wind River, Washington|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
PANT2C|251.007|Panther Creek (trib. to Wind River, Wash.)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
TROUTC|251.017|Trout Creek (trib. to Wind River, Wash.)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
HLK|251.017.002|Hemlock Dam, Wind River (WA) watershed|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17070105|Middle Columbia-Hood|170701|Middle Columbia
HLKTAL|251.017.002|HLK - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17070105|Middle Columbia-Hood|170701|Middle Columbia
CARS|251.028|Carson National Fish Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17070105|Middle Columbia-Hood|170701|Middle Columbia
VIENTC|258|Viento Creek, Columbia River Gorge (OR)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
DRANOL|261|Drano Lake|Other|Other physical or geographical feature.|17070105|Middle Columbia-Hood|170701|Middle Columbia
LWSALR|261|Little White Salmon River|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
LWSH|261.002|Little White Salmon National Fish Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17070105|Middle Columbia-Hood|170701|Middle Columbia
WILL|261.009|Willard National Fish Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17070105|Middle Columbia-Hood|170701|Middle Columbia
SPRC|269|Spring Creek National Fish Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17070105|Middle Columbia-Hood|170701|Middle Columbia
WHITSR|271|White Salmon River|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
BIGWSP|271.002|Big White Salmon Ponds|Acclimation Pond|Acclimation pond or facility.|17070105|Middle Columbia-Hood|170701|Middle Columbia
BUCK3C|271.008|Buck Creek, White Salmon River Basin (WA)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
RATTLC|271.012|Rattlesnake Creek|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
HOODR|273|Hood River|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
PWD|273.007|Powerdale Dam, Hood River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17070105|Middle Columbia-Hood|170701|Middle Columbia
PWDFBY|273.007|PWD - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17070105|Middle Columbia-Hood|170701|Middle Columbia
NEALC|273.007|Neal Creek, tributary to Hood River (OR)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
HOODWF|273.020|West Fork Hood River|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
GREEPC|273.020.002|Green Point Creek (tributary to West Fork Hood River)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
MVFLAP|273.020.004|Moving Falls Acc. Ponds, WF Hood River|Acclimation Pond|Acclimation pond or facility.|17070105|Middle Columbia-Hood|170701|Middle Columbia
LAKEBR|273.020.009|Lake Branch (tributary to West Fork Hood River)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
BLKBAS|273.020.014|Blackberry Acc. Site, WF Hood River|Acclimation Pond|Acclimation pond or facility.|17070105|Middle Columbia-Hood|170701|Middle Columbia
JNSCAS|273.020.041|Jones Creek Acc. Site, WF Hood River|Acclimation Pond|Acclimation pond or facility.|17070105|Middle Columbia-Hood|170701|Middle Columbia
HOODEF|273.023|East Fork Hood River|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
HOODMF|273.023|Middle Fork Hood River|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
RGRSPC|273.023.005|Roger's Spring Creek, Middle Fork Hood River|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
PARK|273.023.005.000|Parkdale Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17070105|Middle Columbia-Hood|170701|Middle Columbia
SNDTAP|273.023.010|Sandtrap Acc. Ponds, EF Hood River|Acclimation Pond|Acclimation pond or facility.|17070105|Middle Columbia-Hood|170701|Middle Columbia
CLRBR|273.023.015|Clear Branch, Middle Fork Hood River Watershed|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
CBDFBY|273.023.015.001|CBD - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17070105|Middle Columbia-Hood|170701|Middle Columbia
CBD|273.023.015.001|Clear Branch Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17070105|Middle Columbia-Hood|170701|Middle Columbia
LAURLK|273.023.015.002|Laurance Lake Reservoir|Other|Other physical or geographical feature.|17070105|Middle Columbia-Hood|170701|Middle Columbia
DOGRVR|273.023.016|Dog River, tributary to EF Hood River (OR)|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
KLICKR|290|Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
LYLFAT|290.004|Lyle Falls Adult Fish Trap, Klickitat River|Trap or Weir|Juvenile or adult fish trap or weir.|17070106|Klickitat|170701|Middle Columbia
DILACC|290.009|Dillacort Creek, Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
LOGCC|290.015|Logging Camp Creek, Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
WHEELC|290.018|Wheeler Canyon, tributary to Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
SNYDEC|290.023|Snyder Creek, Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
SWALEC|290.028|Swale Creek - tributary to Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
LKLICR|290.033|Little Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
BOWMNC|290.033.002|Bowman Creek, tributary to Little Klickitat River|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
SUMI3C|290.060|Summit Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
WHITEC|290.063|White Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
SCHAFC|290.063.003|Schafer Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
BRUS2C|290.063.008|Brush Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
BLUEC|290.063.008.004|Blue Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
TEPEEC|290.063.016|Tepee Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
TEPEEF|290.063.016.005|East Fork Tepee Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
WHITWF|290.063.017|West Fork White Creek, Klickitat River Basin|River|Entire river or stream.|17070106|Klickitat|170701|Middle Columbia
KLIH|290.069|Klickitat Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17070106|Klickitat|170701|Middle Columbia
CHENC|300|Chenoweth Creek, The Dalles|River|Entire river or stream.|17070105|Middle Columbia-Hood|170701|Middle Columbia
