"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Site Basin Name","Event Site Info Name","Event Site Info Code","Event Site Code Value","Event Site Subbasin Code","Event Site Subbasin Name","Event Site RKM Value","Event Site RKM Total","CTH Count"
"3D9.1BF1989388","Observation","MC1 - McNary Oregon Shore Ladder","10/24/2007","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","13"
"3D9.1BF1989388","Observation","MC1 - McNary Oregon Shore Ladder","10/28/2007","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1BF19E70E6","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","8/29/2004","JSFBC - Black Canyon Creek, South Fork John Day River","8/29/2004","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1BF19E70E6","Observation","BCC - BON PH2 Corner Collector","5/18/2006","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","1"
"3D9.1BF19E70E6","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/18/2007","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1BF19E70E6","Observation","BO4 - Bonneville WA Ladder Slots","8/18/2007","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1BF19E70E6","Observation","JD1 - John Day River, McDonald Ferry","2/18/2008","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","7"
"3D9.1BF19E70E6","Observation","JDJ - John Day Dam Juvenile","5/16/2006","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","8"
"3D9.1BF19E70E6","Observation","MC1 - McNary Oregon Shore Ladder","9/18/2007","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","10"
"3D9.1BF19E70E6","Observation","MC1 - McNary Oregon Shore Ladder","9/30/2007","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","16"
"3D9.1BF19E834D","Mark","JDARSF - South Fork John Day River","8/25/2004","JDARSF - South Fork John Day River","8/25/2004","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1BF19E834D","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/6/2007","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","4"
"3D9.1BF19E834D","Observation","BO4 - Bonneville WA Ladder Slots","8/6/2007","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1BF19E8ABB","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","8/30/2004","JSFBC - Black Canyon Creek, South Fork John Day River","8/30/2004","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1BF19E8ABB","Observation","BO1 - Bonneville Bradford Is. Ladder","8/2/2007","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1BF19E8ABB","Observation","MC1 - McNary Oregon Shore Ladder","9/5/2007","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","31"
"3D9.1BF19E8ABB","Observation","MC2 - McNary Washington Shore Ladder","8/9/2007","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","5"
"3D9.1BF19E8ABB","Observation","PRA - Priest Rapids Adult","9/26/2007","","","Upper Columbia","Priest Rapids Adult","PRA","PRA","17020016","Upper Columbia-Priest Rapids","639","639","3"
"3D9.1BF19E8ABB","Observation","RIA - Rock Island Adult","10/4/2007","","","Upper Columbia","Rock Island Adult","RIA","RIA","17020010","Upper Columbia-Entiat","730","730","1"
"3D9.1BF19E909E","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","8/28/2004","JSFBC - Black Canyon Creek, South Fork John Day River","8/28/2004","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1BF19E909E","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/1/2007","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1BF19E909E","Observation","BO4 - Bonneville WA Ladder Slots","8/1/2007","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1BF19E909E","Observation","JDJ - John Day Dam Juvenile","5/25/2008","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","8"
"3D9.1BF19E909E","Observation","MC1 - McNary Oregon Shore Ladder","9/24/2007","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","13"
"3D9.1BF19E9F17","Mark","JSFBC - Black Canyon Creek, South Fork John Day River","8/15/2004","JSFBC - Black Canyon Creek, South Fork John Day River","8/15/2004","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1BF19E9F17","Observation","BO2 - Bonneville Cascades Is. Ladder","7/11/2008","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","13"
"3D9.1BF19E9F17","Observation","BO4 - Bonneville WA Ladder Slots","7/12/2008","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","3"
"3D9.1BF19E9F17","Observation","GRA - Lower Granite Dam Adult","9/23/2008","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","10"
"3D9.1BF19E9F17","Observation","ICH - Ice Harbor Dam (Combined)","8/1/2008","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","5"
"3D9.1BF19E9F17","Observation","MC1 - McNary Oregon Shore Ladder","7/28/2008","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","14"
"3D9.1BF19E9F17","Recapture","JSFBC - Black Canyon Creek, South Fork John Day River","9/7/2005","JSFBC - Black Canyon Creek, South Fork John Day River","9/7/2005","John Day","Black Canyon Creek, South Fork John Day River","JSFBC","JSFBC","17070201","Upper John Day","351.341.023","715","1"
"3D9.1BF19EA50B","Mark","JSFMC - Murderers Creek, South Fork John Day River","9/12/2004","JSFMC - Murderers Creek, South Fork John Day River","9/12/2004","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1BF19EA50B","Observation","BO1 - Bonneville Bradford Is. Ladder","7/7/2006","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","18"
"3D9.1BF19EA50B","Observation","MC1 - McNary Oregon Shore Ladder","9/26/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","18"
"3D9.1BF19EA50B","Observation","MC1 - McNary Oregon Shore Ladder","9/28/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1BF19EA50B","Observation","MCJ - McNary Dam Juvenile","9/28/2006","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1BF19EAD30","Mark","JDARSF - South Fork John Day River","8/18/2004","JDARSF - South Fork John Day River","8/18/2004","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1BF19EAD30","Observation","BO1 - Bonneville Bradford Is. Ladder","8/2/2007","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1BF19EAD30","Observation","JD1 - John Day River, McDonald Ferry","2/11/2008","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","4"
"3D9.1BF19EAD30","Observation","MC1 - McNary Oregon Shore Ladder","8/18/2007","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1BF19EAD30","Observation","MC2 - McNary Washington Shore Ladder","9/3/2007","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1BF19EB457","Mark","JSFMC - Murderers Creek, South Fork John Day River","8/26/2004","JSFMC - Murderers Creek, South Fork John Day River","8/26/2004","John Day","Murderers Creek, South Fork John Day River","JSFMC","JSFMC","17070201","Upper John Day","351.341.027","719","1"
"3D9.1BF19EB457","Observation","BO2 - Bonneville Cascades Is. Ladder","7/11/2006","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1BF19EB457","Observation","BO4 - Bonneville WA Ladder Slots","7/12/2006","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1BF19EB457","Recapture","JDARSF - South Fork John Day River","1/15/2005","JDARSF - South Fork John Day River","1/15/2005","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1BF19FA3B1","Mark","JDARSF - South Fork John Day River","1/14/2005","JDARSF - South Fork John Day River","1/14/2005","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1BF19FA3B1","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/22/2006","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1BF19FA3B1","Observation","BO4 - Bonneville WA Ladder Slots","7/22/2006","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1BF19FA3B1","Observation","JDJ - John Day Dam Juvenile","4/30/2005","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","8"
"3D9.1BF19FA3B1","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","3"
"3D9.1BF19FA3B1","Observation","MC1 - McNary Oregon Shore Ladder","8/10/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","3"
"3D9.1BF19FA3B1","Observation","MC2 - McNary Washington Shore Ladder","7/30/2006","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","9"
"3D9.1BF1A21585","Mark","JDARSF - South Fork John Day River","5/10/2004","JDARSF - South Fork John Day River","5/10/2004","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1BF1A21585","Observation","BO1 - Bonneville Bradford Is. Ladder","8/18/2006","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","20"
"3D9.1BF1A21585","Observation","MC1 - McNary Oregon Shore Ladder","9/11/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","14"
"3D9.1BF1A22BBA","Mark","JDARSF - South Fork John Day River","5/10/2004","JDARSF - South Fork John Day River","5/10/2004","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1BF1A22BBA","Observation","BO1 - Bonneville Bradford Is. Ladder","8/5/2005","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1BF1A22BBA","Observation","JDJ - John Day Dam Juvenile","5/18/2004","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","8"
"3D9.1BF1A22BBA","Observation","MC1 - McNary Oregon Shore Ladder","10/10/2005","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","14"
"3D9.1BF1A22EFA","Mark","JDARSF - South Fork John Day River","5/10/2004","JDARSF - South Fork John Day River","5/10/2004","John Day","South Fork John Day River","JDARSF","JDARSF","17070201","Upper John Day","351.341","692","1"
"3D9.1BF1A22EFA","Observation","BCC - BON PH2 Corner Collector","5/12/2007","","","Lower Columbia","BON PH2 Corner Collector","BCC","BCC","17080001","Lower Columbia-Sandy","234","234","1"
"3D9.1BF1A22EFA","Observation","BO1 - Bonneville Bradford Is. Ladder","8/10/2006","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","19"
"3D9.1BF1A22EFA","Observation","ICH - Ice Harbor Dam (Combined)","10/8/2006","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","8"
"3D9.1BF1A22EFA","Observation","ICH - Ice Harbor Dam (Combined)","10/11/2006","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","3"
"3D9.1BF1A22EFA","Observation","MC1 - McNary Oregon Shore Ladder","9/21/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1BF1A22EFA","Observation","MC1 - McNary Oregon Shore Ladder","11/10/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","9"
"3D9.1BF1A22EFA","Observation","MC1 - McNary Oregon Shore Ladder","11/11/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","19"
"3D9.1BF1A22EFA","Observation","MCJ - McNary Dam Juvenile","11/2/2006","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1BF1A22EFA","Observation","MCJ - McNary Dam Juvenile","11/18/2006","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1BF1A22EFA","Observation","MWC - Maxwell Canal","5/2/2007","","","Middle Columbia","Maxwell Canal","MWC","MWC","17070103","Umatilla","465.024","489","6"
"3D9.1BF1A22EFA","Observation","MWC - Maxwell Canal","5/3/2007","","","Middle Columbia","Maxwell Canal","MWC","MWC","17070103","Umatilla","465.024","489","1"
"3D9.1BF1A22EFA","Observation","TMF - Three Mile Falls Dam Combined","1/8/2007","","","Middle Columbia","Three Mile Falls Dam Combined","TMF","TMF","17070103","Umatilla","465.005","470","1"
"3D9.1BF1A22EFA","Observation","TMF - Three Mile Falls Dam Combined","5/7/2007","","","Middle Columbia","Three Mile Falls Dam Combined","TMF","TMF","17070103","Umatilla","465.005","470","1"
"3D9.1BF1A22EFA","Observation","TWX - Estuary Towed Array (Exp.)","5/30/2004","","","Lower Columbia","Estuary Towed Array (Exp.)","TWX","TWX","17080003","Lower Columbia-Clatskanie","075","75","1"
"3D9.1BF1A28081","Mark","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","5/6/2004","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","5/6/2004","John Day","John Day River - North Fork John Day River to headwaters (km 298-454)","JDAR2","JDAR2","17070201","Upper John Day","351","351","1"
"3D9.1BF1A28081","Observation","BO2 - Bonneville Cascades Is. Ladder","8/22/2006","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1BF1A28081","Observation","BO4 - Bonneville WA Ladder Slots","8/23/2006","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1BF1A2810B","Mark","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","5/5/2004","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","5/5/2004","John Day","John Day River - North Fork John Day River to headwaters (km 298-454)","JDAR2","JDAR2","17070201","Upper John Day","351","351","1"
"3D9.1BF1A2810B","Observation","BO1 - Bonneville Bradford Is. Ladder","7/26/2005","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","12"
"3D9.1BF1A291AF","Mark","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","5/5/2004","JDAR2 - John Day River - North Fork John Day River to headwaters (km 298-454)","5/5/2004","John Day","John Day River - North Fork John Day River to headwaters (km 298-454)","JDAR2","JDAR2","17070201","Upper John Day","351","351","1"
"3D9.1BF1A291AF","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/13/2006","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1BF1A291AF","Observation","BO4 - Bonneville WA Ladder Slots","7/13/2006","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1BF1A291AF","Observation","MC1 - McNary Oregon Shore Ladder","7/19/2006","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","18"
