"Interrogation Site Code","Interrogation Site Name","Interrogation Site Long Name","Int Site Start Date","Int Site End Date","Int Site Active","Site Type Name","Interrogation Site Subbasin Code","Interrogation Site Subbasin Name","Interrogation Site Location Start","Interrogation Site Location End","Interrogation Site Location Latitude","Interrogation Site Location Longitude","Interrogation Site Location RKM","Interrogation Site Location RKM Total","Data Steward Name","Steward Email","Steward Phone","Steward Organization","Interrogation Site Basin Name","New Metric"
"SJ1","SF John Day (Mid)","SJ1 - SF John Day (Mid)","7/17/2012","","1","Instream Remote Detection System","17070201","Upper John Day","7/17/2012","","44.422105","-119.540665","351.341.010","702","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","John Day","1"
"SJ2","SF John Day (Murderer's)","SJ2 - SF John Day (Murderer's)","7/17/2012","","1","Instream Remote Detection System","17070201","Upper John Day","7/17/2012","","44.314517","-119.539748","351.341.027","719","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","John Day","1"
"SKA","Skaha Dam Fish Ladder","SKA - Skaha Dam Fish Ladder","5/12/2015","","1","Adult Fishway","17020006","Okanogan","5/12/2015","","49.344607","-119.580389","858.177","1035","Carley Simpson","csimpson@syilx.org","","ONA","Upper Columbia","1"
"SM1","Simcoe Creek at Stephensen Rd","SM1 - Simcoe Creek at Stephensen Rd","10/31/2018","","1","Instream Remote Detection System","17030003","Lower Yakima","10/31/2018","","46.400434","-120.690033","539.130.053.009","731","Tim Resseguie","rest@yakamafish-nsn.gov","509-945-7409","YINN","Yakima","1"
"SND","Sandtrap Acclimation Site","SND - Sandtrap Acclimation Site","4/30/2018","5/7/2020","0","Monitored Fish Release","17070105","Middle Columbia-Hood","4/30/2018","5/7/2020","45.515395","-121.566008","273.023.033","329","Ryan Gerstenberger","ryan.gerstenberger@ctwsbnr.org","541-352-9326","CTWSR","Middle Columbia","1"
"SNJ","Snake River Trap","SNJ - Snake River Trap","3/23/1989","","1","Instream Juvenile Fish Trap","17060103","Lower Snake-Asotin","3/23/1989","","46.420697","-117.035851","522.225","747","Scott Putnam","scott.putnam@idfg.idaho.gov","208-799-5010","IDFG","Lower Snake","1"
"SPR","Sanpoil River Instream Array","SPR - Sanpoil River Instream Array","7/13/2016","","1","Instream Remote Detection System","17020004","Sanpoil","7/13/2016","","48.064751","-118.669612","981.014","995","Holly McLellan","holly.mclellan@colvilletribes.com","509-209-2415","CCT","Upper Columbia","1"
"SR1","Top of Entiat R side channel","SR1 - Top of Entiat R side channel","10/6/2011","3/6/2017","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","10/6/2011","3/6/2017","47.673180","-120.309500","778.007","785","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"SR2","Bot of Entiat R side channel","SR2 - Bot of Entiat R side channel","10/6/2011","1/9/2017","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","10/6/2011","1/9/2017","47.672550","-120.308240","778.007","785","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"SSC","Silver Side Channel (Methow)","SSC - Silver Side Channel (Methow)","11/14/2014","12/6/2019","0","Instream Remote Detection System","17020008","Methow","11/14/2014","10/11/2016","48.309832","-120.062326","843.051","894","Jeremy Cram","Jeremy.Cram@dfw.wa.gov","509-664-3148 x16","WDFW","Upper Columbia","1"
"SSC","Silver Side Channel (Methow)","SSC - Silver Side Channel (Methow)","11/14/2014","12/6/2019","0","Instream Remote Detection System","17020008","Methow","10/11/2016","12/6/2019","48.309838","-120.062335","843.051","894","Jeremy Cram","Jeremy.Cram@dfw.wa.gov","509-664-3148 x16","WDFW","Upper Columbia","1"
"SSJ","SUNNYSIDE JUVENILE","SSJ - SUNNYSIDE JUVENILE","4/11/1991","","1","Juvenile Fish Bypass Facility","17030003","Lower Yakima","4/11/1991","","46.497900","-120.444900","539.167","706","David Lind","david.lind@wakish.org","509-945-1052","YINN","Yakima","1"
"STL","Sawtooth Hatchery Adult Trap","STL - Sawtooth Hatchery Adult Trap","12/1/2009","8/5/2018","0","Hatchery Returns","17060201","Upper Salmon","12/1/2009","8/5/2018","44.153369","-114.883772","522.303.617.000","1442","Matt Belnap","Matt.Belnap@idfg.idaho.gov","208-854-8902","IDFG","Salmon","1"
"STR","SF Salmon Satellite Facility","STR - SF Salmon Satellite Facility","6/1/2009","7/24/2019","0","Hatchery Returns","17060208","South Fork Salmon","6/1/2009","7/24/2019","44.666874","-115.702953","522.303.215.115","1155","Matt Belnap","Matt.Belnap@idfg.idaho.gov","208-854-8902","IDFG","Salmon","1"
"SUC","Summit Creek, Klickitat","SUC - Summit Creek, Klickitat","10/31/2014","","1","Instream Remote Detection System","17070106","Klickitat","10/31/2014","","45.988999","-121.123698","290.060.001","351","Mike Babcock","mbabcock@ykfp.org","509-369-3271","YINN","Middle Columbia","1"
"SUJ","Sullivan Dam Juvenile","SUJ - Sullivan Dam Juvenile","1/1/1994","9/4/2018","0","Juvenile Fish Bypass Facility","17090007","Middle Willamette","1/1/1994","9/4/2018","45.354041","-122.618379","163.043","206","Tim Shibahara","Tim.Shibahara@pgn.com","503-630-8234","PGE","Willamette","1"
"SUN","Sunnyside Instream Array","SUN - Sunnyside Instream Array","10/28/2015","","1","Instream Remote Detection System","17030003","Lower Yakima","10/28/2015","","46.496865","-120.442428","539.166","705","Zack Mays","zack_mays@yakama.com","","YINN","Yakima","1"
"SW1","Lower Selway River Array","SW1 - Lower Selway River Array","11/1/2016","","1","Instream Remote Detection System","17060302","Lower Selway","11/1/2016","","46.110318","-115.565886","522.224.120.037.005","908","Jason Vogel","jasonv@nezperce.org","208-843-7145","NPT","Clearwater","1"
"SW2","Upper Selway River Array","SW2 - Upper Selway River Array","9/11/2017","","1","Instream Remote Detection System","17060302","Lower Selway","9/11/2017","","46.085934","-115.515533","522.224.120.037.013","916","Jason Vogel","jasonv@nezperce.org","208-843-7145","NPT","Clearwater","1"
"SWC","Swale Creek Array","SWC - Swale Creek Array","1/15/2014","","1","Instream Remote Detection System","17070106","Klickitat","1/15/2014","","45.824582","-121.096904","290.028.001","319","Mike Babcock","mbabcock@ykfp.org","509-369-3271","YINN","Middle Columbia","1"
"SWK","Lower Swauk Creek","SWK - Lower Swauk Creek","8/16/2011","","1","Instream Remote Detection System","17030001","Upper Yakima","8/16/2011","9/20/2019","47.125645","-120.737782","539.274.001","814","Zack Mays","zack_mays@yakama.com","","YINN","Yakima","1"
"SWK","Lower Swauk Creek","SWK - Lower Swauk Creek","8/16/2011","","1","Instream Remote Detection System","17030001","Upper Yakima","9/20/2019","","","","539.274.001","814","Zack Mays","zack_mays@yakama.com","","YINN","Yakima","1"
"SWT","Sweetwater Cr. near its mouth","SWT - Sweetwater Cr. near its mouth","8/1/2008","","1","Instream Remote Detection System","17060306","Clearwater","8/1/2008","","46.369217","-116.795757","522.224.019.010.001","776","","","","","Clearwater","1"
"SYC","Snyder Creek PIT Tag Array","SYC - Snyder Creek PIT Tag Array","11/3/2014","","1","Instream Remote Detection System","17070106","Klickitat","11/3/2014","","45.825557","-121.159068","290.023.001","314","Mike Babcock","mbabcock@ykfp.org","509-369-3271","YINN","Middle Columbia","1"
"TAN","Taneum Creek Instream","TAN - Taneum Creek Instream","2/18/2010","","1","Instream Remote Detection System","17030001","Upper Yakima","2/18/2010","3/2/2017","47.091769","-120.709136","539.271.001","811","Jason Romine","Jason_romine@fws.gov","","USFWS","Yakima","1"
"TAN","Taneum Creek Instream","TAN - Taneum Creek Instream","2/18/2010","","1","Instream Remote Detection System","17030001","Upper Yakima","3/2/2017","","47.080914","-120.744452","539.271.003","813","Jason Romine","Jason_romine@fws.gov","","USFWS","Yakima","1"
"TAY","Big Creek at Taylor Ranch","TAY - Big Creek at Taylor Ranch","7/1/2006","","1","Instream Remote Detection System","17060206","Lower Middle Fork Salmon","7/1/2006","10/11/2017","45.103947","-114.850008","522.303.319.029.011","1184","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Salmon","1"
"TAY","Big Creek at Taylor Ranch","TAY - Big Creek at Taylor Ranch","7/1/2006","","1","Instream Remote Detection System","17060206","Lower Middle Fork Salmon","10/11/2017","","45.103532","-114.853817","522.303.319.029.011","1184","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Salmon","1"
"TC4","Trout Creek at 43 Road Bridge","TC4 - Trout Creek at 43 Road Bridge","9/16/2014","","1","Instream Remote Detection System","17070105","Middle Columbia-Hood","9/16/2014","","45.822305","-122.016555","251.017.011","279","Ian Jezorek","ijezorek@usgs.gov","509-528-2908","USGS","Middle Columbia","1"
"TCM","Tryon Creek Mouth","TCM - Tryon Creek Mouth","2/11/2014","9/29/2019","0","Instream Remote Detection System","17090012","Lower Willamette","2/11/2014","9/29/2019","45.422485","-122.658549","163.032.001","196","Brook Silver","brook_silver@fws.gov","360-604-2580","USFWS","Willamette","1"
"TCT","Tronsen Creek Temporary Array","TCT - Tronsen Creek Temporary Array","3/1/2011","6/5/2014","0","Instream Remote Detection System","17020011","Wenatchee","3/1/2011","6/5/2014","47.397613","-120.651821","754.029.023.001","807","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","Upper Columbia","1"
"TD1","The Dalles East Fish Ladder","TD1 - The Dalles East Fish Ladder","2/7/2013","","1","Adult Fishway","17070105","Middle Columbia-Hood","2/7/2013","","45.619099","-121.119685","308","308","Nicole Tancreto","ntancreto@psmfc.org","503-595-3141","PSMFC","Middle Columbia","1"
"TD2","The Dalles North Fish Ladder","TD2 - The Dalles North Fish Ladder","2/7/2013","","1","Adult Fishway","17070105","Middle Columbia-Hood","2/7/2013","","45.613918","-121.137422","308","308","Nicole Tancreto","ntancreto@psmfc.org","503-595-3141","PSMFC","Middle Columbia","1"
"TFH","Tucannon Fish Hatchery","TFH - Tucannon Fish Hatchery","2/4/2012","","1","Instream Remote Detection System","17060107","Lower Snake-Tucannon","2/4/2012","","46.309627","-117.657161","522.100.059","681","Todd Miller","Todd.Miller@dfw.wa.gov","509-382-4755","WDFW","Lower Snake","1"
"TKC","Tucker Creek, Yakima Basin","TKC - Tucker Creek, Yakima Basin","5/21/2019","","1","Instream Remote Detection System","17030001","Upper Yakima","5/21/2019","","47.222705","-121.151817","539.321.000","860","Jason Romine","Jason_romine@fws.gov","","USFWS","Yakima","1"
"TLC","Tillman Creek, Yakima Basin","TLC - Tillman Creek, Yakima Basin","5/22/2019","","1","Instream Remote Detection System","17030001","Upper Yakima","5/22/2019","","47.185224","-120.971683","539.295.000","834","Jason Romine","Jason_romine@fws.gov","","USFWS","Yakima","1"
"TLT","Tillicum Creek Temporary Array","TLT - Tillicum Creek Temporary Array","3/1/2011","6/5/2014","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","3/1/2011","6/5/2014","47.747434","-120.396699","778.017.003.001","799","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","Upper Columbia","1"
"TMA","3-Mile Falls Dam Adult Fishway","TMA - 3-Mile Falls Dam Adult Fishway","3/7/2002","11/8/2006","0","Adult Fishway","17070103","Umatilla","3/7/2002","11/8/2006","45.882124","-119.323066","465.005","470","Doug Peterson","doug_peterson@fws.gov","360-425-6072","USFWS","Middle Columbia","1"
"TMF","Three Mile Falls Dam Combined","TMF - Three Mile Falls Dam Combined","11/8/2006","","1","Combined Dam Location","17070103","Umatilla","11/8/2006","","45.882018","-119.324420","465.005","470","Derrek Faber","Derrek.M.FABER@odfw.oregon.gov","541-296-8026","ODFW","Middle Columbia","1"
"TMJ","3-Mile Falls Dam Smolt Bypass","TMJ - 3-Mile Falls Dam Smolt Bypass","3/9/1999","7/12/2006","0","Juvenile Fish Bypass Facility","17070103","Umatilla","3/9/1999","7/12/2006","45.882307","-119.325853","465.005","470","Doug Peterson","doug_peterson@fws.gov","360-425-6072","USFWS","Middle Columbia","1"
"TNK","Tunk Creek Instream Array","TNK - Tunk Creek Instream Array","3/1/2014","","1","Instream Remote Detection System","17020006","Okanogan","3/1/2014","","48.561704","-119.485841","858.073.001","932","Randy Johnson","Randy.Johnson.FNW@colvilletribes.com","509-422-7454","CCT","Upper Columbia","1"
"TON","Tonasket Creek","TON - Tonasket Creek","3/1/2014","","1","Instream Remote Detection System","17020006","Okanogan","3/1/2014","","48.941092","-119.422484","858.133.001","992","Randy Johnson","Randy.Johnson.FNW@colvilletribes.com","509-422-7454","CCT","Upper Columbia","1"
"TOP","Lower Toppenish Creek","TOP - Lower Toppenish Creek","1/2/2012","","1","Instream Remote Detection System","17030003","Lower Yakima","1/2/2012","","46.319264","-120.181823","539.130.002","671","Zack Mays","zack_mays@yakama.com","","YINN","Yakima","1"
"TP2","Toppenish Creek at Simcoe Ck","TP2 - Toppenish Creek at Simcoe Ck","11/14/2018","","1","Instream Remote Detection System","17030003","Lower Yakima","11/14/2018","","46.378401","-120.622581","539.130.054","723","Tim Resseguie","rest@yakamafish-nsn.gov","509-945-7409","YINN","Yakima","1"
"TPJ","Tucannon at Panjab Creek","TPJ - Tucannon at Panjab Creek","9/10/2018","","1","Instream Remote Detection System","17060107","Lower Snake-Tucannon","9/10/2018","","46.204596","-117.706176","522.100.078","700","Todd Miller","Todd.Miller@dfw.wa.gov","509-382-4755","WDFW","Lower Snake","1"
"TR1","Lower Trout Cr - Deschutes","TR1 - Lower Trout Cr - Deschutes","12/1/2012","","1","Instream Remote Detection System","17070307","Trout","12/1/2012","","44.821445","-121.081093","328.140.001","469","Tom Nelson","tom.nelson@odfw.oregon.gov","541-923-7470","ODFW","Deschutes","1"
"TR2","Trout/Antelope Cr - Deschutes","TR2 - Trout/Antelope Cr - Deschutes","11/1/2013","","1","Instream Remote Detection System","17070307","Trout","11/1/2013","","44.822169","-120.920636","328.140.021","489","Tom Nelson","tom.nelson@odfw.oregon.gov","541-923-7470","ODFW","Deschutes","1"
"TRA","Trout Creek Auxillary Site","TRA - Trout Creek Auxillary Site","11/18/2020","","1","Instream Remote Detection System","17070105","Middle Columbia-Hood","11/18/2020","","45.803152","-121.935825","251.017.002","270","Ian Jezorek","ijezorek@usgs.gov","509-528-2908","USGS","Middle Columbia","1"
"TRC","Trout Creek, Wind River","TRC - Trout Creek, Wind River","9/1/2007","","1","Instream Remote Detection System","17070105","Middle Columbia-Hood","9/1/2007","","45.803735","-121.937104","251.017.002","270","Ian Jezorek","ijezorek@usgs.gov","509-528-2908","USGS","Middle Columbia","1"
"TUF","Tumwater Dam Adult Fishway","TUF - Tumwater Dam Adult Fishway","1/15/2008","","1","Adult Fishway","17020011","Wenatchee","1/15/2008","","47.616998","-120.722948","754.044","798","Thad Mosey","thad.mosey@chelanpud.org","509-661-4451","CPUD","Upper Columbia","1"
"TWR","Lwr Twisp Rvr near MSRF Ponds","TWR - Lwr Twisp Rvr near MSRF Ponds","7/15/2008","","1","Instream Remote Detection System","17020008","Methow","7/15/2008","","48.367135","-120.138330","843.066.002","911","Charles Snow","Charles.Snow@dfw.wa.gov","509-997-0048","WDFW","Upper Columbia","1"
"TWX","Estuary Towed Array (Exp.)","TWX - Estuary Towed Array (Exp.)","4/13/1995","","1","Trawl Net","17080003","Lower Columbia-Clatskanie","4/13/1995","","46.142688","-123.335061","075","75","Kara Jaenecke","kara.jaenecke@noaa.gov","585-406-6278","NMFS","Lower Columbia","1"
"TY1","Low Flow Top of Tyee Channel","TY1 - Low Flow Top of Tyee Channel","9/3/2013","6/27/2015","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","9/3/2013","6/27/2015","47.871367","-120.426853","778.038","816","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"TY2","High Flow Top of Tyee Channel","TY2 - High Flow Top of Tyee Channel","9/4/2013","9/5/2013","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","9/4/2013","9/5/2013","47.871019","-120.426886","778.038","816","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"TY3","Middle of Tyee Channel","TY3 - Middle of Tyee Channel","9/4/2013","4/6/2016","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","9/4/2013","4/6/2016","47.870022","-120.424336","778.038","816","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"TY4","Bottom of Tyee Channel","TY4 - Bottom of Tyee Channel","9/3/2013","4/6/2016","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","9/3/2013","4/6/2016","47.869167","-120.424117","778.038","816","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"UCT","Upper Chiwawa Temporary Array","UCT - Upper Chiwawa Temporary Array","3/1/2011","5/12/2013","0","Instream Remote Detection System","17020011","Wenatchee","3/1/2011","5/12/2013","47.936156","-120.755397","754.077.029","860","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","Upper Columbia","1"
"UGR","Upper Grande Ronde at rkm 155","UGR - Upper Grande Ronde at rkm 155","10/18/2012","","1","Instream Remote Detection System","17060104","Upper Grande Ronde","10/18/2012","","45.593520","-117.903379","522.271.155","948","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Lower Snake","1"
"UGS","Upper Grande Ronde Starkey","UGS - Upper Grande Ronde Starkey","11/3/2017","","1","Instream Remote Detection System","17060104","Upper Grande Ronde","11/3/2017","","45.248955","-118.388958","522.271.291","1084","Derrek Faber","Derrek.M.FABER@odfw.oregon.gov","541-296-8026","ODFW","Lower Snake","1"
"UM1","Umatilla River USFWS","UM1 - Umatilla River USFWS","10/20/2004","3/20/2011","0","Instream Remote Detection System","17070103","Umatilla","10/20/2004","3/20/2011","45.726045","-118.187571","465.145.000","610","Will Simpson","william_simpson@fws.gov","360-604-2500","USFWS","Middle Columbia","1"
"UM2","Umatilla River Instream Array","UM2 - Umatilla River Instream Array","8/1/2007","8/11/2010","0","Instream Remote Detection System","17070103","Umatilla","8/1/2007","8/11/2010","45.712494","-118.345278","465.124","589","Will Simpson","william_simpson@fws.gov","360-604-2500","USFWS","Middle Columbia","1"
"UMC","Upper Manastash Creek","UMC - Upper Manastash Creek","3/9/2017","","1","Instream Remote Detection System","17030001","Upper Yakima","3/9/2017","","46.967935","-120.683865","539.253.010","802","Zack Mays","zack_mays@yakama.com","","YINN","Yakima","1"
"UMF","Umatilla R below Feed Dam","UMF - Umatilla R below Feed Dam","1/8/2018","4/8/2019","0","Instream Remote Detection System","17070103","Umatilla","1/8/2018","4/8/2019","45.720905","-119.177275","465.045","510","Will Simpson","william_simpson@fws.gov","360-604-2500","USFWS","Middle Columbia","1"
"UMR","Upper Mad Rv. Temporary Array","UMR - Upper Mad Rv. Temporary Array","3/1/2011","5/13/2012","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","3/1/2011","5/13/2012","47.786546","-120.442145","778.017.011","806","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","Upper Columbia","1"
"UMT","Upper main stem Teanaway River","UMT - Upper main stem Teanaway River","1/13/2012","11/17/2015","0","Instream Remote Detection System","17030001","Upper Yakima","1/13/2012","11/17/2015","47.254729","-120.895522","539.284.020","843","Gabriel Temple","gabriel.temple@dfw.wa.gov","509-933-6080","WDFW","Yakima","1"
"UMW","Umatilla R Recycled Water Fac","UMW - Umatilla R Recycled Water Fac","1/8/2018","","1","Instream Remote Detection System","17070103","Umatilla","1/8/2018","","45.861949","-119.314651","465.009","474","Will Simpson","william_simpson@fws.gov","360-604-2500","USFWS","Middle Columbia","1"
"UNT","Upper Nason Temporary Array","UNT - Upper Nason Temporary Array","3/1/2011","5/13/2012","0","Instream Remote Detection System","17020011","Wenatchee","3/1/2011","5/13/2012","47.775341","-120.916579","754.089.025","868","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","Upper Columbia","1"
"UPT","Upper Peshastin Temporary Arr.","UPT - Upper Peshastin Temporary Arr.","3/1/2011","6/4/2014","0","Instream Remote Detection System","17020011","Wenatchee","3/1/2011","6/4/2014","47.397549","-120.652690","754.029.022","805","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","Upper Columbia","1"
"URT","Upper Roaring Temporary Array","URT - Upper Roaring Temporary Array","3/1/2011","5/23/2012","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","3/1/2011","5/23/2012","47.685722","-120.348950","778.010.002","790","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","Upper Columbia","1"
"USE","Upper Salmon River at rkm 437","USE - Upper Salmon River at rkm 437","9/12/2012","","1","Instream Remote Detection System","17060203","Middle Salmon-Panther","9/12/2012","","45.028530","-113.916319","522.303.437","1262","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Salmon","1"
"USI","Upper Salmon River at rkm 460","USI - Upper Salmon River at rkm 460","8/30/2012","","1","Instream Remote Detection System","17060203","Middle Salmon-Panther","8/30/2012","","44.889763","-113.964145","522.303.460","1285","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Salmon","1"
"UTR","Upper Tucannon River","UTR - Upper Tucannon River","10/19/2011","","1","Instream Remote Detection System","17060107","Lower Snake-Tucannon","10/19/2011","","46.415922","-117.738342","522.100.053","675","Todd Miller","Todd.Miller@dfw.wa.gov","509-382-4755","WDFW","Lower Snake","1"
"UWE","Upper Wenatchee River","UWE - Upper Wenatchee River","10/1/2009","","1","Instream Remote Detection System","17020011","Wenatchee","10/1/2009","","47.796433","-120.663611","754.081","835","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Upper Columbia","1"
"VC1","Valley Creek, Upstream Site","VC1 - Valley Creek, Upstream Site","7/10/2002","8/9/2021","0","Instream Remote Detection System","17060201","Upper Salmon","7/10/2002","8/9/2021","44.218672","-114.942150","522.303.609.002","1436","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Salmon","1"
"VC2","Valley Creek, Downstream Site","VC2 - Valley Creek, Downstream Site","7/10/2002","","1","Instream Remote Detection System","17060201","Upper Salmon","7/10/2002","","44.221900","-114.931460","522.303.609.001","1435","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Salmon","1"
"WAJ","WANAPUM DAM JUVENILE (G-DIP)","WAJ - WANAPUM DAM JUVENILE (G-DIP)","4/28/1994","6/3/1994","0","Juvenile Fish Bypass Facility","17020010","Upper Columbia-Entiat","4/28/1994","6/3/1994","46.874190","-119.971049","669","669","Unknown Contact","","","","Upper Columbia","1"
"WAN","Wanacut Creek","WAN - Wanacut Creek","3/1/2014","","1","Instream Remote Detection System","17020006","Okanogan","3/1/2014","","48.432259","-119.467687","858.057.001","916","Randy Johnson","Randy.Johnson.FNW@colvilletribes.com","509-422-7454","CCT","Upper Columbia","1"
"WB1","White Bird Cr Seasonal IPTDS","WB1 - White Bird Cr Seasonal IPTDS","1/14/2021","","1","Instream Remote Detection System","17060209","Lower Salmon","1/14/2021","","45.758183","-116.306603","522.303.086.002","913","Peter Cleary","peterc@nezperce.org","208-476-4920 x3572","NPT","Salmon","1"
"WEA","Wells Dam, DCPUD Adult Ladders","WEA - Wells Dam, DCPUD Adult Ladders","1/2/2002","","1","Adult Fishway","17020005","Chief Joseph","1/2/2002","","47.947302","-119.864549","830","830","Tom Kahler","tkahler@dcpud.org","509-881-2322","DC1PUD","Upper Columbia","1"
"WEB","Webb Creek","WEB - Webb Creek","11/17/2010","","1","Instream Remote Detection System","17060306","Clearwater","11/17/2010","","46.325992","-116.831974","522.224.019.010.006.001","782","","","","","Clearwater","1"
"WEH","Wells Dam Hatchery","WEH - Wells Dam Hatchery","5/31/2018","","1","Hatchery Releases and Returns","17020005","Chief Joseph","5/31/2018","","47.945378","-119.867720","830","830","Tom Kahler","tkahler@dcpud.org","509-881-2322","DC1PUD","Upper Columbia","1"
"WEJ","Wells Dam Bypass Bay Sample","WEJ - Wells Dam Bypass Bay Sample","3/15/2016","","1","Juvenile Fish Bypass Facility","17020005","Chief Joseph","3/15/2016","","47.946712","-119.866469","830","830","Tom Kahler","tkahler@dcpud.org","509-881-2322","DC1PUD","Upper Columbia","1"
"WEN","Wenaha River Mouth","WEN - Wenaha River Mouth","9/27/2018","","1","Instream Remote Detection System","17060106","Lower Grande Ronde","9/27/2018","","45.946151","-117.454124","522.271.073.001","867","Derrek Faber","Derrek.M.FABER@odfw.oregon.gov","541-296-8026","ODFW","Lower Snake","1"
"WFC","Wolf Creek, Methow River","WFC - Wolf Creek, Methow River","12/1/2008","","1","Instream Remote Detection System","17020008","Methow","12/1/2008","","48.488625","-120.234267","843.085.001","929","David Grundy","david.grundy@dfw.wa.gov","509-997-0048","WDFW","Upper Columbia","1"
"WFF","Willamette Falls Fishway","WFF - Willamette Falls Fishway","12/28/2005","4/4/2019","0","Adult Fishway","17090007","Middle Willamette","12/28/2005","4/4/2019","45.352466","-122.618275","163.043","206","Luke Whitman","Luke.Whitman@oregonstate.edu","541-757-4103","ODFW","Willamette","1"
"WFS","West Fork Sanpoil River","WFS - West Fork Sanpoil River","11/29/2017","","1","Instream Remote Detection System","17020004","Sanpoil","11/29/2017","","48.458660","-118.749700","981.076.000","1057","Holly McLellan","holly.mclellan@colvilletribes.com","509-209-2415","CCT","Upper Columbia","1"
"WHC","Lwr White Creek, Klickitat Bsn","WHC - Lwr White Creek, Klickitat Bsn","10/1/2009","","1","Instream Remote Detection System","17070106","Klickitat","10/1/2009","","46.013806","-121.149766","290.063.000","353","Mike Babcock","mbabcock@ykfp.org","509-369-3271","YINN","Middle Columbia","1"
"WHS","Wildhorse Spring Creek","WHS - Wildhorse Spring Creek","3/1/2014","","1","Instream Remote Detection System","17020006","Okanogan","3/1/2014","","48.857063","-119.407315","858.114.001","973","Randy Johnson","Randy.Johnson.FNW@colvilletribes.com","509-422-7454","CCT","Upper Columbia","1"
"WL1","Top of Wilson Creek channel","WL1 - Top of Wilson Creek channel","10/12/2011","3/6/2017","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","10/12/2011","3/6/2017","47.697630","-120.321600","778.011","789","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"WL2","Bottom of Wilson Creek channel","WL2 - Bottom of Wilson Creek channel","10/11/2011","3/22/2017","0","Instream Remote Detection System","17020010","Upper Columbia-Entiat","10/11/2011","3/22/2017","47.695300","-120.320150","778.011","789","Tom Desgroseillier","thomas.desgroseillier@dfw.wa.gov","509-669-4572","WDFW","Upper Columbia","1"
"WLT","Walterville Fish Bypass Exit","WLT - Walterville Fish Bypass Exit","1/1/2011","9/4/2018","0","Juvenile Fish Bypass Facility","17090004","Mckenzie","1/1/2011","9/4/2018","44.070490","-122.771848","163.282.039","484","Derrek Faber","Derrek.M.FABER@odfw.oregon.gov","541-296-8026","ODFW","Willamette","1"
"WPC","Wimpey Creek, Lemhi R. Basin","WPC - Wimpey Creek, Lemhi R. Basin","10/9/2013","4/26/2018","0","Instream Remote Detection System","17060204","Lemhi","10/9/2013","4/26/2018","45.097938","-113.720497","522.303.416.020.001","1262","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","Salmon","1"
"WPJ","WAPATO DIVERSION JUVENILE","WPJ - WAPATO DIVERSION JUVENILE","5/8/1991","6/5/1991","0","Juvenile Fish Bypass Facility","17030003","Lower Yakima","5/8/1991","6/5/1991","46.524300","-120.475900","539.172","711","Unknown Contact","","","","Yakima","1"
